name	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
mike.maggi	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-15	-15	-15
shelley.corman	 	 	 	 	 	 	 	 	32	32	32	32	32	32	32	32	32	32	-26	-26	-26	-26	-26	-26	-26	-26	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	 	 	 	 	 	 	 	 	 	 	 	-15	-15	-15	-16	-16	-16	-16	-16	-16	-16	-16	-16	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	 	 	 	 	 	 	 	-40	-40	-40	-40	-40	-40	-40	-40	-40	-40	 	 	 	 	 	-32	-32	-32	-32	-32	-32
rob.gay	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-45	-45	-45	-45	-45	-45	-45	-45	-45	-45	-45	-45	-45	-45	-45	-45	-45
mike.mcconnell	 	 	 	 	 	 	 	 	 	 	 	 	 	25	25	25	24	24	24	24	24	24	24	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
ann.schmidt	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	21	21	21	21	21	21	21	21	21	21	 	 	 	 	 	 
sarah.novosel	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	42	41	41	47	47	47	47	47	47	47	47	47	21	21	21	21	21	21	21	21	21	21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	23	22
susan.scott	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	30	30	30	30	30	30	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	-44	 	43	43	43	43	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-38	-35	-35	-35	-35	-35
mark.haedicke	 	 	-40	5	5	5	5	5	5	5	5	16	14	23	23	23	11	11	11	11	11	11	11	 	 	 	27	27	27	27	27	27	27	27	27	27	27	27	 	 	 	-47	-47	25	25	25	25	25	25	25	25	-25	-26	-26	-27	-27	-27	-27	-27	-27	-27	32	32	41	43	43	43	43	43	43	43	43	43	43	43	43	43	43	38	38	37	37	37	37	37	37	36	36	36	36	36	36	-18	-18	-18	-18	-18	-18	-18	-18
david.delainey	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-53	-53	-53	-53	-53	-53	-53	-53	-53	-53	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
john.lavorato	 	 	 	 	 	-42	-42	-42	-42	-42	-42	4	-1	4	4	14	 	 	 	 	 	 	 	 	 	 	 	 	34	34	34	34	34	34	34	34	34	34	 	 	 	 	42	42	42	42	42	42	42	42	42	45	45	45	42	42	42	41	41	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-49	-49	-49	-49	-49	-49	-49	-49	-21	-21	 	 	 	-53	-53	-53
shirley.crenshaw	18	18	18	18	18	18	18	18	18	18	18	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-29	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28	-28
kevin.hyatt	28	28	28	28	28	28	28	28	28	28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-41	-41	-41	-41	-41	-41	-41	-41	-41	-42	-42	-42	-42	-42	-42	-42	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-42	-42	-42	-42	-42	-42	-42	-42	-42	-42	 	 	-34	-34	-34	-34	-34	-34	-34	-34	-34	-34
greg.whalley	 	19	19	19	19	19	19	19	19	19	19	-28	-28	-28	-28	-28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-25	-25	-25	-25	-26	-26	-26	-26	-26	-26	 	44	44	42	42	44	41	41	41	-24	34	-24	-24	-26	-26	-26	-26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-20	-20	-20	-20	-20	-20	-20	-20	-20
tana.jones	 	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	8	8	8	8	8	8	8	8	8	8	8	8	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	26	26	26	26	26	26	26	26	26	26	26	29	25	25	30	30	30
rosalee.fleming	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	96	96	96	96	96	96	96	96	96	96	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	75	75	75	74	74	74	76	74	74	74	 
maureen.mcvicker	136	136	136	136	136	136	136	136	136	136	136	136	 	 	 	 	 	 	 	 	 	 	 	 	84	84	84	72	72	72	72	72	72	72	 	 	 	 	 	 	 	 	 	 	 	121	121	121	121	121	121	121	121	121	121	121	121	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
vince.kaminski	117	117	117	117	117	117	117	117	117	117	117	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71
sgovenar@govadv.com	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	60	60	53	53	53	53	53	53	53	53	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
drew.fossum	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	131	131	131	131	131	131	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	 	59	59	59	59	59	59	59	59	59	59	59	60	60	60	61	61	61	64	64	64	64	64
chris.germany	 	 	 	 	 	 	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	 	 	 	 	 	 	 	 	 	 	 	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	 	 	 	 	 	 	 	 	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142
john.arnold	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	50	50	50	50	50	50	50	50	78	78	79	79	79	79	79	79
dan.hyvl	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	112	112	112	111	111	111	111	111	111	111	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	93	93	93	93	93	93	93	93	93	93	 	 	 	 	 	 	 	 	 	 	 	 	 
sally.beck	 	68	68	68	68	68	68	68	68	68	68	68	68	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	 	 	 	 	 	 	 	 	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	46	46	46
mike.grigsby	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	50	50	50	50	50	50	50	50
janette.elbertson	 	 	 	111	111	111	111	111	111	111	111	117	115	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	130	130	130	129	129	129	129	129	129	129	 	 	 	 	 	128	128	128	127	127	127	127	127	140	140	 	 	 	74	74	74	74	74	133	133	142	144	144	144	144	144	144	144	144	144	144	144	144	144	144	 	 	 	 	 	 	139	139	137	137	137	137	137	137	83	130	 	 	 	126	126	126
richard.shapiro	 	 	 	 	 	 	120	120	120	120	120	73	73	73	73	73	72	 	 	 	 	126	126	126	126	126	131	131	129	129	129	118	118	118	118	118	118	118	118	118	118	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	 	 	 	 	 	 	 	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120
steven.kean	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	 	 	 	 	 	85	85	85	73	73	73	73	73	73	73	72	72	116	116	116	116	116	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119
karen.denne	 	138	138	138	138	138	138	138	138	138	138	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
mark.taylor	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	115	115	115	115	115	115	115	115	115	115	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	135	135	135	135	135	135	135	135	135	135	135	135	135	134	134	134	134	134	134	134	134	134	134	134	134	134	134
phillip.love	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	94	94	94	94	94	94	94	94	94	94	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	67	67	67	67	67	67	67	67	67	67	 	 	 	 	 	 	 	 	 	 	104	104	104	104	104	104	104	104	104	104	 	 	 	 	 	 	65	65	65	65	65	65	65	65	65	65	 	 	 	 	 
gerald.nemec	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	59	59	59	59	58	58	58	58	58	58	58	58	58	58	58	58	58	58	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	142	142	142	142	61	61	61	61	61	61	61	61	61	61	 	 	 	 	 	 	 	 
sherri.sera	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	97	97	97	97	97	97	97	97	97	97	 	 	 	 	 	 	 	 	 	 	 	74	74	74	74	74	74	74	74	73	73	73	75	73	73	73	73
chris.dorland	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	143	143	143	143	143	143	143	143	143	146	146	146	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
michelle.cash	 	 	 	 	 	 	 	 	 	 	113	118	116	124	124	124	123	123	123	123	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	52	52	124	124	124	124	124	124	124	124	 	 	 	 	 	 	 	 	 	 	 	 	 	 	148	148	148	148	148	147	147	147	146	145	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
randall.gay	 	63	63	63	63	63	59	59	59	59	59	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	96	96	95	95	95	95	95	95	95	95	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54
louise.kitchen	105	105	105	69	69	69	69	116	116	116	116	69	69	102	74	104	104	104	104	104	104	104	104	104	105	105	105	105	105	105	105	105	105	105	105	105	105	105	73	73	73	73	73	73	73	73	73	73	114	141	141	141	141	143	140	140	140	140	140	140	140	146	146	146	146	146	146	146	146	146	146	146	146	137	137	137	137	137	137	137	 	 	73	73	73	73	73	73	73	73	73	73	 	 	 	 	 	 	 	 
debra.perlingiere	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	127	127	127
ami.chokshi	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91	91
tracy.geaccone	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	75	75	74	73	73	73	73	73	73	73	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
marie.heard	 	 	 	112	112	112	112	112	112	112	112	111	111	111	111	111	 	 	 	 	113	113	113	112	112	112	112	112	112	112	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	110	110	110	110	110	110	110	110	110	110	134	134	134	134	134	134	134	134	134	134	134	134	84	130	130	130	130	130	130	130	130	130	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132
carol.clair	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	74	74	74	74	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	134	134	134	134	134	134	134	134	134	134	134	134	134	 	 	 	138	138	138	136	136	136	136	136	136	136	136
ginger.dernehl	 	 	 	 	 	 	 	 	 	139	139	138	138	138	138	138	138	138	138	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	53	53	53	53	53	53	53	53	53	53	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
rick.buy	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	73	73	73	73	73	73	73	73	73	72	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	75	75	75	75	75	73	73	73	73	73	 	 	 	83	83	83	83	83	83	83	83	83	83	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
stanley.horton	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	134	134	76	76	75	75	75	75	75	75	 	 	 	 	 	 	 	 	 	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	46	46	46	46	46	46	46	46	46	62	62	62
jeffrey.shankman	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	133	133	133	133	133	133	133	133	133	133	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
elizabeth.sager	 	 	59	104	104	104	104	104	104	104	104	115	113	122	122	122	122	 	 	 	114	122	122	123	123	123	123	123	123	123	123	116	 	 	 	112	112	112	112	112	112	112	112	112	112	112	 	 	 	52	105	105	105	105	105	105	105	105	106	106	106	106	106	106	106	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	128	128	128	128	128	128	128	128	128	128	 	 	 	 	 	 	 
mjones7@txu.com	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	95	95	95	93	93	93	93	93	93	93	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
james.derrick	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	130	130	127	127	127	127	127	127	127	127	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
liz.taylor	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	75	75	75	75	75	75	73	73	73	73	73	73	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	46	46	46	46	46	46	46	46	46	46	 	 	 	 	 	 	 	84	83	83	83	83	83	83	83
dutch.quigley	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	84	84	84
lynn.blair	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	59	59	59	59	59	59	59	59	58	58	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
daren.farmer	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92
richard.sanders	 	 	58	103	103	103	103	103	103	103	103	114	112	121	121	121	121	122	122	122	123	123	123	124	124	124	124	124	124	124	124	125	125	125	125	125	125	126	126	126	126	126	126	126	126	126	126	126	126	126	126	139	139	139	139	139	139	139	139	139	139	145	145	145	145	145	145	145	145	145	145	145	145	145	148	148	145	145	139	139	138	138	138	138	138	138	 	 	 	 	 	 	 	 	 	 	 	 	 	 
jeff.dasovich	 	 	 	 	 	 	 	131	131	131	131	131	131	131	131	131	131	 	 	 	 	 	55	55	55	55	55	55	55	55	55	55	55	52	52	52	52	52	52	52	52	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	52	52	52	52	52	52	52	52	52	52	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	67	67	67	67	67	67	67	67	67	67
christi.nicolay	 	 	 	 	 	 	 	 	 	85	85	85	85	85	85	85	85	85	85	 	 	 	127	127	127	127	125	125	125	125	125	117	117	117	117	117	117	117	117	117	117	 	 	 	 	 	 	 	 	53	106	106	106	106	106	106	106	106	107	107	107	107	107	107	107	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	123	123	123	123	123	122	122	122	122	122	 
matthew.lenhart	 	 	 	94	94	94	94	94	94	94	94	94	94	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	95	95	95	95	94	94	94	94	94	94	94	94	94	94	94	94	97	97	97	 	 	 	 	 	 	 	 	 	 	 	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	63	63	63	63	63	63	63	63	63	63	 	 	 	59	59
scott.neal	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	 	 	 	 	 	 	 	 	 	 	 	144	144	144	144	144	144	144	143	143	143	 	 	 	 	 
leslie.hansen	 	 	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	109	109	109	109	109	109	109	109	109	109	109	109	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	127	127	127	127	127	127	127	127	127	127	127	130	126	126	131	131	131
kevin.ruscitti	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	65	65	65	65	65	65	65	65	65	65	 	 	 	 	 	 	 	 	 	 	 	 	143	143	143	143	143	143	143	143	143	143	 	 	 	 	 	 	 	 
rod.hayslett	 	 	 	 	 	 	 	 	 	 	133	133	133	133	133	133	133	133	75	75	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	84	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	47	47	47	47	47	47	47	47	47	63	63	63
victor.lamadrid	 	 	 	 	 	 	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	 	 	 	 	 	 	 	 	 	 	 	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	144	144	144	143	143	143	143	143
ben.jacoby	 	 	 	 	 	 	 	 	 	84	84	84	84	84	84	84	84	84	84	 	 	 	 	 	 	 	126	126	126	126	126	126	126	126	126	126	126	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
mary.hain	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	125	125	125	125	125	125	125	125	125	125	130	130	128	128	128	128	128	128	128	128	128	128	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
eric.bass	 	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	96	96	96	 	 	68	68	68	68	68	68	68	68	68	68	 	 	 	 	 	 	 	 	 	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	64	64	64	64	64	64	64	64	64	64	 	 	 	58	58
